recording,mode,timestamp,baseline_text,low_text,moderate_text,high_text,very_high_text,classification
1786194763609,command_menu,17120.0,partial:доступность,partial:вверх,partial:,partial:,partial:доступность,different_unclear
1786194763609,command_menu,18840.0,endpoint:вверх,partial:вверх,partial:вверх,partial:вверх,partial:вверх,different_unclear
1786194763609,command_menu,18880.0,partial:,partial:вверх,partial:вверх,partial:вверх,partial:вверх,different_unclear
1786194763609,command_menu,18920.0,partial:,partial:вверх,partial:вверх,partial:вверх,partial:вверх,different_unclear
1786194763609,command_menu,18960.0,partial:,partial:вверх,partial:вверх,partial:вверх,partial:вверх,different_unclear
1786194763609,command_menu,19000.0,partial:,partial:вверх,partial:вверх,partial:вверх,partial:вверх,different_unclear
1786194763609,command_menu,19040.0,partial:,partial:вверх,partial:вверх,partial:вверх,partial:вверх,different_unclear
1786194763609,command_menu,19080.0,partial:,endpoint:вверх,endpoint:вверх,endpoint:вверх,endpoint:вверх,different_unclear
1786194763609,command_menu,24120.0,endpoint:вверх,endpoint:вверх,endpoint:вверх,partial:вверх,endpoint:вверх,different_unclear
1786194763609,command_menu,24160.0,partial:,partial:,partial:,partial:вверх,partial:,different_unclear
1786194763609,command_menu,24200.0,partial:,partial:,partial:,partial:вверх,partial:,different_unclear
1786194763609,command_menu,24240.0,partial:,partial:,partial:,partial:вверх,partial:,different_unclear
1786194763609,command_menu,24280.0,partial:,partial:,partial:,partial:вверх,partial:,different_unclear
1786194763609,command_menu,24320.0,partial:,partial:,partial:,partial:вверх,partial:,different_unclear
1786194763609,command_menu,24360.0,partial:,partial:,partial:,endpoint:вверх,partial:,different_unclear
1786194763609,command_menu,46440.0,partial:вверх,partial:доступность,partial:доступность,partial:,partial:,different_unclear
1786194763609,command_menu,46480.0,partial:вверх,partial:доступность,partial:доступность,partial:,partial:,different_unclear
1786194763609,command_menu,46520.0,partial:вверх,partial:доступность,partial:доступность,partial:,partial:,different_unclear
1786194763609,command_menu,46560.0,partial:вверх,partial:доступность,partial:доступность,partial:,partial:,different_unclear
1786194763609,command_menu,46600.0,partial:вверх,partial:доступность,partial:доступность,partial:,partial:,different_unclear
1786194763609,command_menu,46640.0,partial:вверх,partial:доступность,partial:доступность,partial:,partial:,different_unclear
1786194763609,command_menu,54840.0,partial:вверх,partial:вверх,partial:печать,partial:печать,partial:печать,different_unclear
1786194763609,command_menu,54880.0,partial:вверх,partial:вверх,partial:печать,partial:печать,partial:печать,different_unclear
1786194763609,command_menu,54920.0,partial:вверх,partial:вверх,partial:печать,partial:печать,partial:печать,different_unclear
1786194763609,command_menu,54960.0,partial:вверх,partial:вверх,partial:печать,partial:печать,partial:печать,different_unclear
1786194763609,command_menu,55000.0,partial:вверх,partial:вверх,partial:печать,partial:печать,partial:печать,different_unclear
1786194763609,command_menu,55040.0,partial:вверх,partial:вверх,partial:печать,partial:печать,partial:печать,different_unclear
1786194763609,command_menu,60600.0,partial:,partial:печать,partial:печать,partial:печать,partial:печать,different_unclear
1786194763609,command_menu,60640.0,partial:,partial:печать,partial:печать,partial:печать,partial:печать,different_unclear
1786194763609,command_menu,60680.0,partial:,partial:печать,partial:печать,partial:печать,partial:печать,different_unclear
1786194763609,command_menu,60720.0,partial:,partial:печать,partial:печать,partial:печать,partial:печать,different_unclear
1786194763609,command_menu,60760.0,partial:,partial:печать,partial:печать,partial:печать,partial:печать,different_unclear
1786194763609,command_menu,60800.0,partial:,partial:печать,partial:печать,partial:печать,partial:печать,different_unclear
1786194763609,command_menu,60840.0,partial:,partial:,partial:вверх,partial:вверх,partial:,different_unclear
1786194763609,command_menu,60880.0,partial:,partial:,partial:вверх,partial:вверх,partial:,different_unclear
1786194763609,command_menu,60920.0,partial:,partial:,partial:вверх,partial:вверх,partial:,different_unclear
1786194763609,command_menu,60960.0,partial:,partial:,partial:вверх,partial:вверх,partial:,different_unclear
1786194763609,command_menu,61000.0,partial:,partial:,partial:вверх,partial:вверх,partial:,different_unclear
1786194763609,command_menu,61040.0,partial:,partial:,partial:вверх,partial:вверх,partial:,different_unclear
1786194763609,command_menu,66600.0,endpoint:печать,endpoint:печать,endpoint:печать,partial:печать,partial:печать,different_unclear
1786194763609,command_menu,66640.0,partial:,partial:,partial:,partial:печать,partial:печать,different_unclear
1786194763609,command_menu,66680.0,partial:,partial:,partial:,partial:печать,partial:печать,different_unclear
1786194763609,command_menu,66720.0,partial:,partial:,partial:,partial:печать,partial:печать,different_unclear
1786194763609,command_menu,66760.0,partial:,partial:,partial:,partial:печать,partial:печать,different_unclear
1786194763609,command_menu,66800.0,partial:,partial:,partial:,partial:печать,partial:печать,different_unclear
1786194763609,command_menu,66840.0,partial:,partial:,partial:,endpoint:печать,endpoint:печать,different_unclear
1786194763609,command_menu,73320.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,73360.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,73400.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,73440.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,73480.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,73520.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,73560.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,73600.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,73640.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,73680.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,73720.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,73760.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,73800.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,73840.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,73880.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,73920.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,73960.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,74000.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,74040.0,partial:,endpoint:доступность,endpoint:доступность,endpoint:доступность,endpoint:доступность,different_unclear
1786194763609,command_menu,76440.0,endpoint:,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,79080.0,partial:,endpoint:,endpoint:,endpoint:,endpoint:,different_unclear
1786194763609,command_menu,81480.0,endpoint:,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,81720.0,partial:доступность,partial:,partial:,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,81760.0,partial:доступность,partial:,partial:,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,81800.0,partial:доступность,partial:,partial:,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,81840.0,partial:доступность,partial:,partial:,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,81880.0,partial:доступность,partial:,partial:,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,81920.0,partial:доступность,partial:,partial:,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,81960.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,82000.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,82040.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,82080.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,82120.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,82160.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,82200.0,partial:,partial:вниз,partial:доступность,partial:доступность,partial:вниз,different_unclear
1786194763609,command_menu,82240.0,partial:,partial:вниз,partial:доступность,partial:доступность,partial:вниз,different_unclear
1786194763609,command_menu,82280.0,partial:,partial:вниз,partial:доступность,partial:доступность,partial:вниз,different_unclear
1786194763609,command_menu,82320.0,partial:,partial:вниз,partial:доступность,partial:доступность,partial:вниз,different_unclear
1786194763609,command_menu,82360.0,partial:,partial:вниз,partial:доступность,partial:доступность,partial:вниз,different_unclear
1786194763609,command_menu,82400.0,partial:,partial:вниз,partial:доступность,partial:доступность,partial:вниз,different_unclear
1786194763609,command_menu,82440.0,partial:,endpoint:вниз,partial:доступность,partial:доступность,endpoint:вниз,different_unclear
1786194763609,command_menu,82480.0,partial:,partial:,partial:доступность,partial:доступность,partial:,different_unclear
1786194763609,command_menu,82520.0,partial:,partial:,partial:доступность,partial:доступность,partial:,different_unclear
1786194763609,command_menu,82560.0,partial:,partial:,partial:доступность,partial:доступность,partial:,different_unclear
1786194763609,command_menu,82600.0,partial:,partial:,partial:доступность,partial:доступность,partial:,different_unclear
1786194763609,command_menu,82640.0,partial:,partial:,partial:доступность,partial:доступность,partial:,different_unclear
1786194763609,command_menu,82680.0,partial:,partial:,endpoint:доступность,endpoint:доступность,partial:,different_unclear
1786194763609,command_menu,86520.0,endpoint:,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,87480.0,partial:,endpoint:,partial:,partial:,endpoint:,different_unclear
1786194763609,command_menu,87720.0,partial:,partial:,endpoint:,endpoint:,partial:,different_unclear
1786194763609,command_menu,89160.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,89200.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,89240.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,89280.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,89320.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,89360.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,89400.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,89440.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,89480.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,89520.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,89560.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,89600.0,partial:,partial:доступность,partial:доступность,partial:доступность,partial:доступность,different_unclear
1786194763609,command_menu,89640.0,partial:,partial:вниз,partial:вниз,partial:вниз,partial:вниз,different_unclear
1786194763609,command_menu,89680.0,partial:,partial:вниз,partial:вниз,partial:вниз,partial:вниз,different_unclear
1786194763609,command_menu,89720.0,partial:,partial:вниз,partial:вниз,partial:вниз,partial:вниз,different_unclear
1786194763609,command_menu,89760.0,partial:,partial:вниз,partial:вниз,partial:вниз,partial:вниз,different_unclear
1786194763609,command_menu,89800.0,partial:,partial:вниз,partial:вниз,partial:вниз,partial:вниз,different_unclear
1786194763609,command_menu,89840.0,partial:,partial:вниз,partial:вниз,partial:вниз,partial:вниз,different_unclear
1786194763609,command_menu,89880.0,partial:,endpoint:вниз,endpoint:вниз,endpoint:вниз,endpoint:вниз,different_unclear
1786194763609,command_menu,91560.0,endpoint:,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,94920.0,partial:,partial:вверх,partial:печать,partial:печать,endpoint:[unk],different_unclear
1786194763609,command_menu,94960.0,partial:,partial:вверх,partial:печать,partial:печать,partial:,different_unclear
1786194763609,command_menu,95000.0,partial:,partial:вверх,partial:печать,partial:печать,partial:,different_unclear
1786194763609,command_menu,95040.0,partial:,partial:вверх,partial:печать,partial:печать,partial:,different_unclear
1786194763609,command_menu,95080.0,partial:,partial:вверх,partial:печать,partial:печать,partial:,different_unclear
1786194763609,command_menu,95120.0,partial:,partial:вверх,partial:печать,partial:печать,partial:,different_unclear
1786194763609,command_menu,95160.0,partial:,endpoint:[unk],endpoint:[unk],endpoint:[unk],partial:,different_unclear
1786194763609,command_menu,96600.0,endpoint:,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,98040.0,partial:,partial:настройки,partial:настройки,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,98080.0,partial:,partial:настройки,partial:настройки,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,98120.0,partial:,partial:настройки,partial:настройки,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,98160.0,partial:,partial:настройки,partial:настройки,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,98200.0,partial:,partial:настройки,partial:настройки,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,98240.0,partial:,partial:настройки,partial:настройки,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,99960.0,partial:,partial:,partial:,partial:,endpoint:,different_unclear
1786194763609,command_menu,100200.0,partial:,endpoint:,endpoint:,endpoint:,partial:,different_unclear
1786194763609,command_menu,101640.0,endpoint:,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,105240.0,partial:,endpoint:,endpoint:,endpoint:,endpoint:,different_unclear
1786194763609,command_menu,106680.0,endpoint:,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,110280.0,partial:доступность,partial:доступность,partial:доступность,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,110320.0,partial:доступность,partial:доступность,partial:доступность,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,110360.0,partial:доступность,partial:доступность,partial:доступность,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,110400.0,partial:доступность,partial:доступность,partial:доступность,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,110440.0,partial:доступность,partial:доступность,partial:доступность,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,110480.0,partial:доступность,partial:доступность,partial:доступность,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,113160.0,partial:,partial:справка,partial:справка,partial:справка,partial:справка,different_unclear
1786194763609,command_menu,113200.0,partial:,partial:справка,partial:справка,partial:справка,partial:справка,different_unclear
1786194763609,command_menu,113240.0,partial:,partial:справка,partial:справка,partial:справка,partial:справка,different_unclear
1786194763609,command_menu,113280.0,partial:,partial:справка,partial:справка,partial:справка,partial:справка,different_unclear
1786194763609,command_menu,113320.0,partial:,partial:справка,partial:справка,partial:справка,partial:справка,different_unclear
1786194763609,command_menu,113360.0,partial:,partial:справка,partial:справка,partial:справка,partial:справка,different_unclear
1786194763609,command_menu,113400.0,partial:,partial:справка,partial:справка,partial:справка,partial:,different_unclear
1786194763609,command_menu,113440.0,partial:,partial:справка,partial:справка,partial:справка,partial:,different_unclear
1786194763609,command_menu,113480.0,partial:,partial:справка,partial:справка,partial:справка,partial:,different_unclear
1786194763609,command_menu,113520.0,partial:,partial:справка,partial:справка,partial:справка,partial:,different_unclear
1786194763609,command_menu,113560.0,partial:,partial:справка,partial:справка,partial:справка,partial:,different_unclear
1786194763609,command_menu,113600.0,partial:,partial:справка,partial:справка,partial:справка,partial:,different_unclear
1786194763609,command_menu,150600.0,partial:,partial:,partial:,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,150640.0,partial:,partial:,partial:,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,150680.0,partial:,partial:,partial:,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,150720.0,partial:,partial:,partial:,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,150760.0,partial:,partial:,partial:,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,150800.0,partial:,partial:,partial:,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,155400.0,partial:справка,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,155440.0,partial:справка,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,155480.0,partial:справка,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,155520.0,partial:справка,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,155560.0,partial:справка,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,155600.0,partial:справка,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,158520.0,partial:,partial:доступность,partial:доступность,partial:,partial:,different_unclear
1786194763609,command_menu,158560.0,partial:,partial:доступность,partial:доступность,partial:,partial:,different_unclear
1786194763609,command_menu,158600.0,partial:,partial:доступность,partial:доступность,partial:,partial:,different_unclear
1786194763609,command_menu,158640.0,partial:,partial:доступность,partial:доступность,partial:,partial:,different_unclear
1786194763609,command_menu,158680.0,partial:,partial:доступность,partial:доступность,partial:,partial:,different_unclear
1786194763609,command_menu,158720.0,partial:,partial:доступность,partial:доступность,partial:,partial:,different_unclear
1786194763609,command_menu,158760.0,partial:,partial:справка,partial:справка,partial:справка,partial:справка,different_unclear
1786194763609,command_menu,158800.0,partial:,partial:справка,partial:справка,partial:справка,partial:справка,different_unclear
1786194763609,command_menu,158840.0,partial:,partial:справка,partial:справка,partial:справка,partial:справка,different_unclear
1786194763609,command_menu,158880.0,partial:,partial:справка,partial:справка,partial:справка,partial:справка,different_unclear
1786194763609,command_menu,158920.0,partial:,partial:справка,partial:справка,partial:справка,partial:справка,different_unclear
1786194763609,command_menu,158960.0,partial:,partial:справка,partial:справка,partial:справка,partial:справка,different_unclear
1786194763609,command_menu,159000.0,partial:,partial:справка,partial:справка,partial:справка,partial:справка,different_unclear
1786194763609,command_menu,159040.0,partial:,partial:справка,partial:справка,partial:справка,partial:справка,different_unclear
1786194763609,command_menu,159080.0,partial:,partial:справка,partial:справка,partial:справка,partial:справка,different_unclear
1786194763609,command_menu,159120.0,partial:,partial:справка,partial:справка,partial:справка,partial:справка,different_unclear
1786194763609,command_menu,159160.0,partial:,partial:справка,partial:справка,partial:справка,partial:справка,different_unclear
1786194763609,command_menu,159200.0,partial:,partial:справка,partial:справка,partial:справка,partial:справка,different_unclear
1786194763609,command_menu,159240.0,partial:,partial:справка,partial:справка,partial:справка,partial:справка,different_unclear
1786194763609,command_menu,159280.0,partial:,partial:справка,partial:справка,partial:справка,partial:справка,different_unclear
1786194763609,command_menu,159320.0,partial:,partial:справка,partial:справка,partial:справка,partial:справка,different_unclear
1786194763609,command_menu,159360.0,partial:,partial:справка,partial:справка,partial:справка,partial:справка,different_unclear
1786194763609,command_menu,159400.0,partial:,partial:справка,partial:справка,partial:справка,partial:справка,different_unclear
1786194763609,command_menu,159440.0,partial:,partial:справка,partial:справка,partial:справка,partial:справка,different_unclear
1786194763609,command_menu,159480.0,partial:,endpoint:справка,endpoint:справка,endpoint:справка,endpoint:справка,different_unclear
1786194763609,command_menu,161880.0,endpoint:,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,164520.0,partial:,endpoint:,endpoint:,endpoint:,endpoint:,different_unclear
1786194763609,command_menu,166920.0,endpoint:,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,167640.0,partial:,partial:,partial:печать,partial:,partial:,different_unclear
1786194763609,command_menu,167680.0,partial:,partial:,partial:печать,partial:,partial:,different_unclear
1786194763609,command_menu,167720.0,partial:,partial:,partial:печать,partial:,partial:,different_unclear
1786194763609,command_menu,167760.0,partial:,partial:,partial:печать,partial:,partial:,different_unclear
1786194763609,command_menu,167800.0,partial:,partial:,partial:печать,partial:,partial:,different_unclear
1786194763609,command_menu,167840.0,partial:,partial:,partial:печать,partial:,partial:,different_unclear
1786194763609,command_menu,168120.0,partial:,partial:ценника,partial:ценника,partial:ценника,partial:ценника,different_unclear
1786194763609,command_menu,168160.0,partial:,partial:ценника,partial:ценника,partial:ценника,partial:ценника,different_unclear
1786194763609,command_menu,168200.0,partial:,partial:ценника,partial:ценника,partial:ценника,partial:ценника,different_unclear
1786194763609,command_menu,168240.0,partial:,partial:ценника,partial:ценника,partial:ценника,partial:ценника,different_unclear
1786194763609,command_menu,168280.0,partial:,partial:ценника,partial:ценника,partial:ценника,partial:ценника,different_unclear
1786194763609,command_menu,168320.0,partial:,partial:ценника,partial:ценника,partial:ценника,partial:ценника,different_unclear
1786194763609,command_menu,168360.0,partial:,partial:ценника,partial:ценника,partial:ценника,partial:ценника,different_unclear
1786194763609,command_menu,168400.0,partial:,partial:ценника,partial:ценника,partial:ценника,partial:ценника,different_unclear
1786194763609,command_menu,168440.0,partial:,partial:ценника,partial:ценника,partial:ценника,partial:ценника,different_unclear
1786194763609,command_menu,168480.0,partial:,partial:ценника,partial:ценника,partial:ценника,partial:ценника,different_unclear
1786194763609,command_menu,168520.0,partial:,partial:ценника,partial:ценника,partial:ценника,partial:ценника,different_unclear
1786194763609,command_menu,168560.0,partial:,partial:ценника,partial:ценника,partial:ценника,partial:ценника,different_unclear
1786194763609,command_menu,168600.0,partial:,endpoint:ценника,endpoint:ценника,endpoint:ценника,endpoint:ценника,different_unclear
1786194763609,command_menu,171960.0,endpoint:,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,173640.0,partial:,endpoint:,endpoint:,endpoint:,endpoint:,different_unclear
1786194763609,command_menu,175080.0,partial:,partial:настройки,partial:настройки,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,175120.0,partial:,partial:настройки,partial:настройки,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,175160.0,partial:,partial:настройки,partial:настройки,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,175200.0,partial:,partial:настройки,partial:настройки,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,175240.0,partial:,partial:настройки,partial:настройки,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,175280.0,partial:,partial:настройки,partial:настройки,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,175320.0,partial:,partial:настройки,partial:настройки,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,175360.0,partial:,partial:настройки,partial:настройки,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,175400.0,partial:,partial:настройки,partial:настройки,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,175440.0,partial:,partial:настройки,partial:настройки,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,175480.0,partial:,partial:настройки,partial:настройки,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,175520.0,partial:,partial:настройки,partial:настройки,partial:настройки,partial:настройки,different_unclear
1786194763609,command_menu,175560.0,partial:,endpoint:настройки,endpoint:настройки,endpoint:настройки,endpoint:настройки,different_unclear
1786194763609,command_menu,177000.0,endpoint:,partial:,partial:,partial:,partial:,different_unclear
1786194763609,command_menu,180600.0,partial:,endpoint:,endpoint:,endpoint:,endpoint:,different_unclear
1786194763609,free_text,9480.0,partial:,partial:,partial:,partial:а,partial:а,different_unclear
1786194763609,free_text,9520.0,partial:,partial:,partial:,partial:а,partial:а,different_unclear
1786194763609,free_text,9560.0,partial:,partial:,partial:,partial:а,partial:а,different_unclear
1786194763609,free_text,9600.0,partial:,partial:,partial:,partial:а,partial:а,different_unclear
1786194763609,free_text,9640.0,partial:,partial:,partial:,partial:а,partial:а,different_unclear
1786194763609,free_text,9680.0,partial:,partial:,partial:,partial:а,partial:а,different_unclear
1786194763609,free_text,11640.0,partial:в,partial:,partial:,partial:,partial:,different_unclear
1786194763609,free_text,11680.0,partial:в,partial:,partial:,partial:,partial:,different_unclear
1786194763609,free_text,11720.0,partial:в,partial:,partial:,partial:,partial:,different_unclear
1786194763609,free_text,11760.0,partial:в,partial:,partial:,partial:,partial:,different_unclear
1786194763609,free_text,11800.0,partial:в,partial:,partial:,partial:,partial:,different_unclear
1786194763609,free_text,11840.0,partial:в,partial:,partial:,partial:,partial:,different_unclear
1786194763609,free_text,12360.0,partial:не,partial:низ,partial:,partial:,partial:,different_unclear
1786194763609,free_text,12400.0,partial:не,partial:низ,partial:,partial:,partial:,different_unclear
1786194763609,free_text,12440.0,partial:не,partial:низ,partial:,partial:,partial:,different_unclear
1786194763609,free_text,12480.0,partial:не,partial:низ,partial:,partial:,partial:,different_unclear
1786194763609,free_text,12520.0,partial:не,partial:низ,partial:,partial:,partial:,different_unclear
1786194763609,free_text,12560.0,partial:не,partial:низ,partial:,partial:,partial:,different_unclear
1786194763609,free_text,12600.0,partial:не,partial:низ,partial:мисс,partial:низ,partial:низ,different_unclear
1786194763609,free_text,12640.0,partial:не,partial:низ,partial:мисс,partial:низ,partial:низ,different_unclear
1786194763609,free_text,12680.0,partial:не,partial:низ,partial:мисс,partial:низ,partial:низ,different_unclear
1786194763609,free_text,12720.0,partial:не,partial:низ,partial:мисс,partial:низ,partial:низ,different_unclear
1786194763609,free_text,12760.0,partial:не,partial:низ,partial:мисс,partial:низ,partial:низ,different_unclear
1786194763609,free_text,12800.0,partial:не,partial:низ,partial:мисс,partial:низ,partial:низ,different_unclear
1786194763609,free_text,12840.0,partial:не,partial:низ,partial:мисс,partial:низ,partial:низ,different_unclear
1786194763609,free_text,12880.0,partial:не,partial:низ,partial:мисс,partial:низ,partial:низ,different_unclear
1786194763609,free_text,12920.0,partial:не,partial:низ,partial:мисс,partial:низ,partial:низ,different_unclear
